timestamp,turn,nation,mode,groups,units_total,units_moved,moved_pct,opportunistic_captures,combats,retreats,deployments,resupply_attempts,resupply_successes,threatened_units,low_income_streak,econ_weight,vp_weight,artillery_units,artillery_shots,artillery_reaction_used,artillery_avg_shots,casualties_turn,new_units_turn,total_targets_analyzed,avg_target_score,targets_with_fallback,groups_without_targets,dynamic_reassignments,strategic_state,aggression_level,high_priority_targets,free_targets_captured,coordination_failures,memory_targets_used,tactical_resupply_calls,notes
2025-09-14T14:56:32.380753,,Niemcy,advanced,4,8,0,0.0,1,0,0,0,0,0,6,1,1.0,0.5,0,0,0,0,0,0,0,0,0,3,0,WINNING,0.3,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:56:33.566480,,Polska,advanced,5,9,0,0.0,1,0,0,0,0,0,0,1,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:56:35.617686,,Polska,advanced,5,8,0,0.0,0,1,1,0,0,0,5,1,1.0,0.5,0,0,0,0,0,0,0,0,0,2,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:56:37.476004,,Niemcy,advanced,4,9,1,11.1,0,1,0,0,0,0,1,1,1.0,0.5,2,1,0,0.5,0,0,0,0,0,0,0,TIED,0.5,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:56:38.718935,,Niemcy,advanced,4,6,0,0.0,1,0,0,0,0,0,6,1,1.0,0.5,0,0,0,0,0,0,0,0,0,3,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:56:39.940543,,Polska,advanced,5,9,0,0.0,1,0,0,0,0,0,0,1,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:56:42.218625,,Polska,advanced,5,8,0,0.0,0,0,0,0,0,0,5,1,1.0,0.5,0,0,0,0,0,0,0,0,0,2,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:56:44.493495,,Niemcy,advanced,4,9,0,0.0,1,2,0,0,0,0,2,1,1.0,0.5,2,2,0,1.0,0,0,0,0,0,4,0,WINNING,0.3,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:56:45.651079,,Niemcy,advanced,3,4,0,0.0,2,1,0,0,0,0,4,1,1.0,0.5,0,0,0,0,0,0,0,0,0,3,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:56:46.968648,,Polska,advanced,5,9,1,11.1,1,0,0,0,0,0,0,1,1.0,0.5,0,0,0,0,0,0,0,0,0,1,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:56:48.736566,,Polska,advanced,5,8,0,0.0,0,0,0,0,0,0,5,1,1.0,0.5,0,0,0,0,0,0,0,0,0,2,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:56:50.982534,,Niemcy,advanced,5,8,2,25.0,1,2,1,0,0,0,2,1,1.0,0.5,2,2,0,1.0,0,0,0,0,0,1,0,WINNING,0.3,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
2025-09-14T14:56:51.717321,,Niemcy,advanced,3,4,0,0.0,1,0,0,0,0,0,4,1,1.0,0.5,0,0,0,0,0,0,0,0,0,2,0,LOSING,0.9,0,0,0,0,0,"Advanced mode: True, Strategic plan: True"
