data_czas,tura,nacja,opoznienie_decyzji_ms,wykonane_obliczenia,uzyte_algorytmy,zuzycie_pamieci_mb,wykorzystanie_cpu_proc,glebokosc_drzewa_decyzji,ocenione_alternatywy,iteracje_optymalizacji,pewnosc_ai,zastosowana_szybkosc_uczenia,obecna_dokladnosc_modelu,wskaznik_sukcesu_przewidywan,wyzwolone_zachowanie_adaptacyjne,proby_odzyskania_po_bledzie,wskaznik_stabilnosci_systemu
2025-09-17 21:55:14,,Polska,N/A,0,turn_summary,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,0.0,False,0,1.0
2025-09-17 21:55:17,,Polska,N/A,0,turn_summary,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,22.2,False,0,1.0
2025-09-17 21:55:18,,Niemcy,N/A,0,turn_summary,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,0.0,False,0,1.0
2025-09-17 21:55:19,,Niemcy,N/A,0,turn_summary,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,0.0,False,0,1.0
2025-09-17 21:55:20,,Polska,N/A,0,turn_summary,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,0.0,False,0,1.0
2025-09-17 21:55:22,,Polska,N/A,0,turn_summary,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,0.0,False,0,1.0
2025-09-17 21:55:24,,Niemcy,N/A,0,turn_summary,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,10.0,False,0,1.0
2025-09-17 21:55:25,,Niemcy,N/A,0,turn_summary,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,0.0,False,0,1.0
2025-09-17 21:55:27,,Polska,N/A,0,turn_summary,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,0.0,False,0,1.0
2025-09-17 21:55:29,,Polska,N/A,0,turn_summary,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,0.0,False,0,1.0
2025-09-17 21:55:30,,Niemcy,N/A,0,turn_summary,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,0.0,False,0,1.0
2025-09-17 21:55:32,,Niemcy,N/A,0,turn_summary,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,0.0,False,0,1.0
2025-09-17 21:55:33,,Polska,N/A,0,turn_summary,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,0.0,False,0,1.0
2025-09-17 21:55:35,,Polska,N/A,0,turn_summary,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,0.0,False,0,1.0
2025-09-17 21:55:36,,Niemcy,N/A,0,turn_summary,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,0.0,False,0,1.0
2025-09-17 21:55:38,,Niemcy,N/A,0,turn_summary,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,0.0,False,0,1.0
2025-09-17 21:55:39,,Polska,N/A,0,turn_summary,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,0.0,False,0,1.0
2025-09-17 21:55:42,,Polska,N/A,0,turn_summary,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,0.0,False,0,1.0
2025-09-17 21:55:44,,Niemcy,N/A,0,turn_summary,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,0.0,False,0,1.0
2025-09-17 21:55:45,,Niemcy,N/A,0,turn_summary,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,0.0,False,0,1.0
