timestamp,nation,commander_id,unit_type,unit_size,cost,supports,points_before,points_after,budget_allocated,reserve,need_supply,need_art,pressure,enemy_has_armor,ratio,global_counts,enemy_counts
2025-08-25T23:22:30,Polska,2,K,Pluton,18,,61,43,18,13,True,False,0.0,False,0.6,"{""AL"": 4, ""P"": 14, ""TL"": 4, ""Z"": 1, ""TS"": 1, ""K"": 1}",{}
2025-08-25T23:22:32,Niemcy,5,Z,Pluton,26,drużyna granatników,130,104,40,28,True,False,0.0,False,0.6,"{""P"": 15, ""TL"": 4, ""TŚ"": 1, ""K"": 1, ""AL"": 4, ""TS"": 1}",{}
2025-08-25T23:22:36,Niemcy,5,Z,Pluton,26,drużyna granatników,144,118,45,30,True,False,0.0,False,0.6,"{""P"": 15, ""TL"": 4, ""TŚ"": 1, ""K"": 1, ""AL"": 4, ""TS"": 1}",{}
2025-08-25T23:22:36,Niemcy,5,K,Pluton,18,,118,100,45,30,True,False,0.0,False,0.6,"{""P"": 15, ""TL"": 4, ""TŚ"": 1, ""K"": 1, ""AL"": 4, ""TS"": 1}",{}
2025-08-25T23:22:38,Polska,2,TŚ,Pluton,32,,109,77,33,23,True,False,0.0,False,0.6,"{""AL"": 4, ""P"": 14, ""TL"": 4, ""Z"": 1, ""TS"": 1, ""K"": 1}",{}
2025-08-25T23:22:40,Niemcy,5,Z,Pluton,26,drużyna granatników,147,121,46,31,True,False,0.0,False,0.6,"{""P"": 15, ""TL"": 4, ""TŚ"": 1, ""K"": 1, ""AL"": 4, ""TS"": 1}",{}
2025-08-25T23:22:40,Niemcy,5,AP,Pluton,20,,121,101,46,31,True,False,0.0,False,0.6,"{""P"": 15, ""TL"": 4, ""TŚ"": 1, ""K"": 1, ""AL"": 4, ""TS"": 1}",{}
2025-08-25T23:22:42,Polska,2,TŚ,Pluton,32,,103,71,32,22,True,False,0.0,False,0.6,"{""AL"": 4, ""P"": 14, ""TL"": 4, ""Z"": 1, ""TS"": 1, ""K"": 1}",{}
2025-08-25T23:22:44,Niemcy,5,Z,Pluton,26,drużyna granatników,167,141,52,35,True,False,0.0,False,0.6,"{""P"": 15, ""TL"": 4, ""TŚ"": 1, ""K"": 1, ""AL"": 4, ""TS"": 1}",{}
2025-08-25T23:22:44,Niemcy,5,AP,Pluton,25,obserwator,141,116,52,35,True,False,0.0,False,0.6,"{""P"": 15, ""TL"": 4, ""TŚ"": 1, ""K"": 1, ""AL"": 4, ""TS"": 1}",{}
2025-08-25T23:22:46,Polska,2,TŚ,Pluton,32,,118,86,37,25,True,False,0.0,False,0.6,"{""AL"": 4, ""P"": 14, ""TL"": 4, ""Z"": 1, ""TS"": 1, ""K"": 1}",{}
2025-08-25T23:22:48,Niemcy,5,Z,Pluton,26,drużyna granatników,132,106,41,28,True,False,0.0,False,0.6,"{""P"": 15, ""TL"": 4, ""TŚ"": 1, ""K"": 1, ""AL"": 4, ""TS"": 1}",{}
2025-08-25T23:22:48,Niemcy,5,P,Pluton,15,,106,91,41,28,True,False,0.0,False,0.6,"{""P"": 15, ""TL"": 4, ""TŚ"": 1, ""K"": 1, ""AL"": 4, ""TS"": 1}",{}
2025-08-25T23:22:50,Polska,2,TC,Pluton,40,,137,97,42,29,True,False,0.0,False,0.6,"{""AL"": 4, ""P"": 14, ""TL"": 4, ""Z"": 1, ""TS"": 1, ""K"": 1}",{}
2025-08-25T23:22:52,Niemcy,5,Z,Pluton,26,drużyna granatników,154,128,48,32,True,False,0.0,False,0.6,"{""P"": 15, ""TL"": 4, ""TŚ"": 1, ""K"": 1, ""AL"": 4, ""TS"": 1}",{}
2025-08-25T23:22:52,Niemcy,5,AP,Pluton,20,,128,108,48,32,True,False,0.0,False,0.6,"{""P"": 15, ""TL"": 4, ""TŚ"": 1, ""K"": 1, ""AL"": 4, ""TS"": 1}",{}
2025-08-25T23:22:54,Polska,2,AP,Pluton,20,,80,60,25,17,True,False,0.0,False,0.6,"{""AL"": 4, ""P"": 14, ""TL"": 4, ""Z"": 1, ""TS"": 1, ""K"": 1}",{}
2025-08-25T23:22:56,Niemcy,5,Z,Pluton,26,drużyna granatników,117,91,36,25,True,False,0.0,False,0.6,"{""P"": 15, ""TL"": 4, ""TŚ"": 1, ""K"": 1, ""AL"": 4, ""TS"": 1}",{}
